Label,Area,Mean,Perim,Circ,AR,Round,Solidity,type
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",2028,127.76134,222.80462,0.51337,1.81596,0.55067,0.79764,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",1485,126.05993,150.05537,0.82877,1.26757,0.78891,0.92726,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",1155,128.25541,159.25534,0.57227,1.44037,0.69427,0.84245,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",2782,129.72646,205.22298,0.83007,1.11415,0.89754,0.93591,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",2819,125.58496,222.98666,0.71244,1.61347,0.61978,0.90862,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",4486,126.97659,294.98389,0.64785,1.73929,0.57495,0.82206,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",2280,124.55439,186.45703,0.82411,1.19751,0.83507,0.93596,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",1672,121.89833,221.35639,0.42881,2.36828,0.42225,0.78998,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",3008,126.02194,214.17414,0.82405,1.09876,0.91012,0.94236,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",2946,124.44365,244.79405,0.61779,2.02565,0.49367,0.88508,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",3072,134.64844,217.94799,0.81269,1.2445,0.80354,0.93161,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",1392,127.50287,192.8748,0.47022,1.91614,0.52188,0.74658,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",3059,132.18568,213.46245,0.84362,1.10969,0.90115,0.94486,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",2127,125.33474,221.92486,0.54271,2.62837,0.38046,0.85766,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",2691,124.64177,246.67134,0.55576,1.36522,0.73248,0.80593,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",1965,124.96336,209.10268,0.56475,1.6094,0.62135,0.79894,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",1836,124.44662,198.57171,0.58512,1.86907,0.53503,0.85177,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",1798,123.39266,167.36608,0.80661,1.43723,0.69578,0.93427,LN229
"LN229_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",1338,121.10314,201.61971,0.41362,3.09748,0.32284,0.73175,LN229
"PAN_02_5_normoksja_zdjecie_obrobione,tif",752,138.91356,125.14367,0.60341,2.84441,0.35157,0.85309,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",968,149.66322,203.38862,0.29406,3.8553,0.25938,0.68799,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1109,147.45627,217.12524,0.29561,2.18502,0.45766,0.52188,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",611,148.56465,134.97643,0.42144,2.61555,0.38233,0.69079,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1292,139.77012,193.2477,0.43475,4.49577,0.22243,0.84224,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1596,143.82895,178.92006,0.62651,1.63351,0.61218,0.862,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1552,146.93814,251.79453,0.30762,3.00361,0.33293,0.758,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1321,149.18774,254.90275,0.25548,1.81731,0.55026,0.51024,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1126,145.49201,238.98429,0.24775,7.61235,0.13137,0.70134,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1078,147.04545,256.34479,0.20615,3.13626,0.31885,0.44833,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1022,146.54599,211.0159,0.28842,2.90486,0.34425,0.53215,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1156,147.29758,161.47374,0.55714,2.09128,0.47818,0.80389,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1188,146.00168,168.44942,0.52612,1.1777,0.84911,0.72263,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1177,150.54885,237.9155,0.2613,4.24886,0.23536,0.64831,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1142,150.58581,190.90089,0.39379,3.7746,0.26493,0.79443,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1031,148.12415,195.54808,0.33881,2.62013,0.38166,0.71797,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",840,154.47143,174.67322,0.34597,2.52438,0.39614,0.72696,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1206,149.78607,185.75979,0.43919,1.83158,0.54598,0.71871,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1360,150.37794,246.05625,0.28228,2.47332,0.40432,0.61762,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1192,147.6552,243.78763,0.25204,5.57216,0.17946,0.66039,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1013,146.05133,165.25163,0.46615,3.20659,0.31186,0.75316,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",968,158.99483,220.20019,0.25087,2.26069,0.44234,0.52925,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",899,140.48053,194.1016,0.29986,4.20178,0.23799,0.75419,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",825,158.07636,205.16234,0.2463,1.67008,0.59877,0.48501,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1524,146.96785,248.74334,0.30952,2.33276,0.42868,0.64195,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1044,147.16954,205.29476,0.31128,4.4769,0.22337,0.64664,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",921,140.53312,232.72964,0.21368,8.38138,0.11931,0.66957,PANC-2
"PAN_02_5_normoksja_zdjecie_obrobione,tif",1070,145.36636,222.72473,0.27105,6.09272,0.16413,0.66439,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1257,149.08433,168.70932,0.55497,2.48259,0.40281,0.86332,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",948,149.91772,193.66478,0.31763,2.36095,0.42356,0.58106,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1278,148.79186,242.03641,0.27414,6.29379,0.15889,0.73301,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",780,154.29615,209.03982,0.22431,3.8731,0.25819,0.48059,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1234,154.15802,189.2568,0.43293,1.70488,0.58655,0.7427,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",855,156.5731,203.62925,0.25912,6.24089,0.16023,0.71339,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1102,151.63975,227.92017,0.26658,2.92994,0.3413,0.53769,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",674,151.36202,139.22689,0.43694,2.26947,0.44063,0.69845,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1091,157.93217,276.3568,0.17951,4.68736,0.21334,0.51426,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1642,149.1285,191.13037,0.56484,1.77497,0.56339,0.82265,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1147,152.27637,265.38836,0.20465,5.49371,0.18203,0.54567,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",665,150.80902,171.95209,0.28263,5.13935,0.19458,0.69379,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1001,155.26973,162.46899,0.47654,2.23534,0.44736,0.81548,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",932,155.93884,181.54796,0.35534,2.00452,0.49887,0.61824,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",725,160.69793,206.22462,0.21422,7.11338,0.14058,0.64993,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",753,160.5259,201.91756,0.23209,3.88668,0.25729,0.52474,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",834,158.66307,200.48241,0.26075,4.32735,0.23109,0.6292,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1222,152.99264,249.28576,0.24711,2.34564,0.42632,0.51616,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1422,150.45007,200.21476,0.44578,1.55873,0.64155,0.69281,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",2004,150.63673,183.85204,0.74502,1.29164,0.77421,0.9159,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",712,155.80056,261.75975,0.13058,13.50573,0.07404,0.59882,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",877,139.91676,179.94178,0.34037,6.87206,0.14552,0.90366,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",2095,149.06587,302.77174,0.28719,3.66917,0.27254,0.5535,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",564,152.6773,142.63141,0.34838,3.2356,0.30906,0.66004,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",794,152.89547,182.87649,0.29834,2.41337,0.41436,0.6191,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1193,150.87678,239.55842,0.26123,2.29888,0.43499,0.47398,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",896,142.30692,236.35149,0.20156,8.45822,0.11823,0.67776,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",1006,153.35785,177.54259,0.40105,3.55883,0.28099,0.77804,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",705,152.67234,140.45968,0.44905,3.6977,0.27044,0.80571,PANC-2
"PAN_02_7_normoksja_zdjecie_obrobione,tif",790,147.47595,234.63,0.18033,8.72647,0.11459,0.61217,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1658,153.80217,372.44304,0.1502,1.42096,0.70375,0.36075,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1444,152.4162,385.49981,0.1221,9.17869,0.10895,0.39022,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1032,155.98837,248.13564,0.21063,2.9131,0.34328,0.43443,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",697,150.67145,201.87959,0.21491,6.25722,0.15982,0.70333,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1287,149.39938,177.39513,0.51393,1.7327,0.57714,0.76584,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1101,151.26794,181.35216,0.42068,1.81136,0.55207,0.67796,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",468,165.28632,127.33547,0.36271,3.5586,0.28101,0.67338,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",581,153.58176,131.60382,0.42155,4.13382,0.24191,0.79808,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1484,152.75674,381.00395,0.12846,6.66455,0.15005,0.35626,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",573,155.06283,191.44235,0.19647,2.11464,0.47289,0.46228,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1064,153.35714,207.19246,0.31146,6.05678,0.1651,0.70324,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",930,151.32581,147.68108,0.53585,1.26633,0.78968,0.7561,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",912,150.16447,194.89523,0.30172,5.82977,0.17153,0.76032,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",786,150.16794,199.03151,0.24934,4.04329,0.24732,0.55923,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1057,152.66793,198.4469,0.33728,2.91565,0.34298,0.61759,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",914,152.77681,241.94806,0.19621,2.17923,0.45888,0.3766,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",862,158.72854,212.59972,0.23966,5.10643,0.19583,0.54695,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1197,149.55472,197.16362,0.38695,3.04103,0.32884,0.77426,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",989,146.09909,143.71471,0.60173,2.42052,0.41313,0.85554,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",623,160.66453,167.04711,0.28056,4.46067,0.22418,0.62238,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",1082,154.22643,227.09467,0.26365,3.96674,0.2521,0.6222,PANC-2
"PAN_02_10_normoksja_zdjecie_obrobione,tif",767,156.70274,136.10149,0.52033,2.91381,0.34319,0.8337,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1829,141.27501,233.76758,0.42059,1.02831,0.97247,0.67804,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",659,148.42337,157.99368,0.33175,5.15021,0.19417,0.74463,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1610,140.83416,218.8512,0.42241,2.03446,0.49153,0.6822,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",2177,141.18236,212.1319,0.60793,1.80474,0.5541,0.83795,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1399,140.60043,162.41243,0.66648,1.24558,0.80284,0.84328,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",790,146.96962,129.51293,0.59185,2.41656,0.41381,0.87535,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",936,145.87179,180.70842,0.36019,3.65431,0.27365,0.76942,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1600,142.77625,185.8169,0.58232,1.14306,0.87485,0.82859,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1223,142.43173,194.76957,0.40513,2.3471,0.42606,0.7352,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",903,154.08749,231.89738,0.21101,4.3534,0.22971,0.54529,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1269,140.33885,189.09202,0.44599,2.35214,0.42515,0.77853,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1563,142.03775,160.29074,0.76446,1.10159,0.90778,0.90399,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1817,142.11282,223.47607,0.4572,3.15696,0.31676,0.79868,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",762,144.24147,149.91192,0.42608,3.84382,0.26016,0.78194,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1457,144.43651,227.66269,0.35325,1.74747,0.57226,0.59119,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",2510,140.82151,211.32833,0.70627,1.48965,0.6713,0.90353,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",2019,137.85191,201.91301,0.62233,1.31497,0.76047,0.83933,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1620,143.40185,325.11559,0.1926,2.24421,0.44559,0.39154,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",2698,140.91105,206.49007,0.79516,1.34323,0.74447,0.92556,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",2093,140.96512,199.5424,0.66055,2.07427,0.4821,0.9006,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1881,141.31419,177.5468,0.74985,1.9104,0.52345,0.92797,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1916,141.33925,265.49138,0.34159,2.54244,0.39332,0.62758,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1599,145.47342,254.80338,0.30949,3.10183,0.32239,0.66556,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",913,142.08872,147.26351,0.52904,2.19094,0.45643,0.79357,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1595,148.46708,259.05092,0.29868,2.69886,0.37053,0.5314,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1546,143.75614,251.85431,0.30628,1.62624,0.61492,0.59611,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1567,145.13657,179.82993,0.60891,1.72149,0.58089,0.83999,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1187,148.75316,201.66893,0.36676,1.8831,0.53104,0.61823,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1988,142.20423,203.65701,0.60232,1.67136,0.59831,0.82251,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1802,142.96615,183.35751,0.67355,1.57908,0.63328,0.89363,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1273,142.66929,168.80209,0.56141,1.54553,0.64703,0.76664,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1572,133.98919,208.9904,0.45228,2.66838,0.37476,0.80204,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1615,140.57028,185.38904,0.59049,1.62926,0.61378,0.82588,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1043,143.65388,199.63664,0.32886,3.68839,0.27112,0.6753,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1487,140.4425,207.78748,0.43279,1.86186,0.5371,0.79689,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",2665,138.09906,221.16533,0.68466,1.65149,0.60551,0.8654,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1487,139.41224,167.27322,0.66783,1.87036,0.53466,0.89605,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1252,145.76358,288.56923,0.18894,1.74506,0.57305,0.40141,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1359,139.57984,150.79861,0.75099,1.18869,0.84126,0.88998,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",1517,140.89914,163.41974,0.71382,1.17438,0.85151,0.86169,PANC-2
"PAN_02_5_hipoksja_zdjecie_obrobione,jpg",2184,140.45238,200.03052,0.68591,1.54925,0.64547,0.87273,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1545,142.80712,248.40371,0.31465,6.96737,0.14353,0.83065,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",8920,138.96592,389.18976,0.74003,1.28703,0.77698,0.92994,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",2970,138.06498,213.62231,0.81785,1.44419,0.69243,0.95452,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1288,143.00155,356.43999,0.1274,6.25856,0.15978,0.42375,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",2445,146.18896,358.93136,0.23849,5.65567,0.17681,0.59337,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1248,138.73718,185.78329,0.45437,2.85251,0.35057,0.78788,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1446,139.00138,206.80736,0.42486,1.58914,0.62927,0.73607,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1534,140.83116,151.82811,0.83624,1.38916,0.71986,0.93565,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",2543,138.37829,196.8988,0.82427,1.228,0.81433,0.92221,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1487,139.72024,165.36538,0.68333,1.71008,0.58477,0.88565,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",2205,139.01859,218.3723,0.58106,1.55658,0.64244,0.78275,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",2330,136.17253,193.55791,0.78153,1.29877,0.76996,0.91355,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1209,141.44003,158.75452,0.60281,1.82877,0.54681,0.88377,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1849,142.01622,298.976,0.25994,2.39101,0.41823,0.53493,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1169,145.66296,244.08357,0.24657,6.70936,0.14905,0.71983,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1192,141.34564,144.86796,0.71374,1.83706,0.54435,0.88264,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1368,139.81798,162.58583,0.65033,1.78266,0.56096,0.87833,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1469,140.79986,171.82675,0.62524,2.08382,0.47989,0.91356,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1245,147.0008,187.13203,0.44677,1.98811,0.50299,0.72722,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1560,137.19231,160.78736,0.75828,1.20654,0.82881,0.91255,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",3527,137.093,233.27952,0.81445,1.22188,0.81841,0.92852,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",784,146.18112,195.13925,0.25872,1.79661,0.5566,0.4498,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1767,140.10413,162.26173,0.84336,1.37892,0.7252,0.9523,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",2332,141.17324,207.13411,0.68302,1.21035,0.8262,0.85016,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",2039,139.73075,202.52975,0.62467,1.84686,0.54146,0.83429,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1174,139.35775,152.40291,0.63517,2.32943,0.42929,0.90412,PANC-2
"PAN_02_7_hipoksja_zdjecie_obrobione,jpg",1078,138.09647,126.04806,0.85262,1.34838,0.74163,0.94811,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1397,136.91052,210.66817,0.39556,2.16595,0.46169,0.65865,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",2403,136.47982,201.69184,0.74231,1.36065,0.73494,0.89849,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1013,140.36328,162.01869,0.48494,1.21384,0.82383,0.72074,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1412,139.98088,218.53287,0.37154,2.94077,0.34005,0.70127,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1618,139.00247,181.80575,0.61514,1.59931,0.62527,0.8527,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1060,139.05283,170.25527,0.45953,2.00626,0.49844,0.73688,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1222,140.27332,297.89525,0.17304,3.04329,0.32859,0.42335,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1484,135.90836,207.13489,0.43465,2.19037,0.45654,0.77982,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1225,138.99429,145.21411,0.73001,1.38312,0.723,0.91967,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",910,138.87253,126.54908,0.71406,1.84666,0.54152,0.87711,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1106,142.7396,209.27361,0.31735,4.94772,0.20211,0.69625,PANC-2
"PAN_02_10_hipoksja_zdjecie_obrobione,jpg",1934,138.39038,211.37708,0.54394,1.79645,0.55665,0.79621,PANC-2
"PANC-1_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",945,131.70159,141.98633,0.58905,1.14628,0.87239,0.76518,PANC-1
"PANC-1_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",621,133.3285,98.86254,0.79843,1.26156,0.79267,0.90459,PANC-1
"PANC-1_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",401,106.07481,75.10186,0.89341,1.43684,0.69597,0.94464,PANC-1
"PANC-1_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",1483,129.8058,186.61611,0.53512,1.88175,0.53142,0.83268,PANC-1
"PANC-1_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",461,128.24078,87.4498,0.75752,1.53274,0.65243,0.91017,PANC-1
"PANC-1_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",783,138.894,122.23496,0.65854,1.18614,0.84307,0.86139,PANC-1
"PANC-1_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",711,121.96906,100.73072,0.88055,1.23826,0.80758,0.9411,PANC-1
"PANC-1_Normoksja_19_48h_większa_konfluencja_po_obrobieniu,jpg",761,132.96583,127.38485,0.58933,1.77258,0.56415,0.87875,PANC-1
